GT,Estimado,Intervalo
0,0,0.05
0,0,0.1
0,0,0.15
0,0,0.2
0,0,0.25
0,0,0.3
0,0,0.35
0,0,0.4
0,0,0.45
0,0,0.5
0,0,0.55
0,0,0.6
0,0,0.65
0,0,0.7
0,0,0.75
0,0,0.8
0,0,0.85
0,0,0.9
0,0,0.95
0,0,1.0
0,0,1.05
0,0,1.1
0,0,1.15
0,0,1.2
0,0,1.25
0,0,1.3
0,0,1.35
0,0,1.4
0,0,1.45
0,0,1.5
0,0,1.55
0,0,1.6
0,0,1.65
0,0,1.7
0,0,1.75
0,0,1.8
0,0,1.85
0,0,1.9
0,0,1.95
0,0,2.0
0,0,2.05
0,0,2.1
0,0,2.15
0,0,2.2
0,0,2.25
0,0,2.3
0,0,2.35
0,0,2.4
0,0,2.45
0,0,2.5
0,0,2.55
0,0,2.6
0,0,2.65
0,0,2.7
0,0,2.75
0,0,2.8
0,0,2.85
0,0,2.9
0,0,2.95
0,0,3.0
0,0,3.05
0,0,3.1
0,0,3.15
0,0,3.2
0,0,3.25
0,0,3.3
0,0,3.35
0,0,3.4
0,0,3.45
0,0,3.5
0,0,3.55
0,0,3.6
0,0,3.65
0,0,3.7
0,0,3.75
0,0,3.8
0,0,3.85
0,0,3.9
0,0,3.95
0,0,4.0
0,0,4.05
0,0,4.1
0,0,4.15
0,0,4.2
0,0,4.25
0,0,4.3
0,0,4.35
0,0,4.4
0,0,4.45
0,0,4.5
0,0,4.55
0,0,4.6
0,0,4.65
0,0,4.7
0,0,4.75
0,0,4.8
0,0,4.85
0,0,4.9
0,0,4.95
0,0,5.0
0,0,5.05
0,0,5.1
0,0,5.15
0,0,5.2
0,0,5.25
0,0,5.3
0,0,5.35
0,0,5.4
0,0,5.45
0,0,5.5
0,0,5.55
0,0,5.6
0,0,5.65
0,0,5.7
0,0,5.75
0,0,5.8
0,0,5.85
0,0,5.9
0,0,5.95
0,0,6.01
0,0,6.06
0,0,6.11
0,0,6.16
0,0,6.21
0,0,6.26
0,0,6.31
0,0,6.36
0,0,6.41
0,0,6.46
0,0,6.51
0,0,6.56
0,0,6.61
0,0,6.66
0,0,6.71
0,0,6.76
0,0,6.81
0,0,6.86
0,0,6.91
0,0,6.96
0,0,7.01
0,0,7.06
0,0,7.11
0,0,7.16
0,0,7.21
0,0,7.26
0,0,7.31
0,0,7.36
0,0,7.41
0,0,7.46
0,0,7.51
0,0,7.56
0,0,7.61
0,0,7.66
0,0,7.71
0,0,7.76
0,0,7.81
0,0,7.86
0,0,7.91
0,0,7.96
0,0,8.01
0,0,8.06
0,0,8.11
0,0,8.16
0,0,8.21
0,0,8.26
0,0,8.31
0,0,8.36
0,0,8.41
0,0,8.46
0,0,8.51
0,0,8.56
0,0,8.61
0,0,8.66
0,0,8.71
0,0,8.76
0,0,8.81
0,0,8.86
0,0,8.91
0,0,8.96
0,0,9.01
0,0,9.06
0,0,9.11
0,0,9.16
0,0,9.21
0,0,9.26
0,0,9.31
0,0,9.36
0,0,9.41
0,0,9.46
0,0,9.51
0,0,9.56
0,0,9.61
0,0,9.66
0,0,9.71
0,0,9.76
0,0,9.81
0,0,9.86
0,0,9.91
0,0,9.96
0,0,10.01
0,0,10.06
0,0,10.11
0,0,10.16
0,0,10.21
0,0,10.26
0,0,10.31
0,0,10.36
0,0,10.41
0,0,10.46
0,0,10.51
0,0,10.56
0,0,10.61
0,0,10.66
0,0,10.71
0,0,10.76
0,0,10.81
0,0,10.86
0,0,10.91
0,0,10.96
0,0,11.01
0,0,11.06
0,0,11.11
0,0,11.16
0,0,11.21
0,0,11.26
0,0,11.31
0,0,11.36
0,0,11.41
0,0,11.46
0,0,11.51
0,0,11.56
0,0,11.61
0,0,11.66
0,0,11.71
0,0,11.76
0,0,11.81
0,0,11.86
0,0,11.91
0,0,11.96
0,0,12.01
0,0,12.06
0,0,12.11
0,0,12.16
1,0,12.21
1,1,12.26
1,1,12.31
1,1,12.36
1,1,12.41
1,0,12.46
1,0,12.51
1,0,12.56
1,0,12.61
1,0,12.66
1,0,12.71
1,0,12.76
1,0,12.81
1,0,12.86
1,0,12.91
1,0,12.96
1,0,13.01
1,0,13.06
1,0,13.11
0,0,13.16
0,0,13.21
0,0,13.26
0,1,13.31
0,0,13.36
0,0,13.41
0,0,13.46
0,0,13.51
0,0,13.56
0,0,13.61
0,0,13.66
0,0,13.71
0,0,13.76
0,0,13.81
0,0,13.86
0,0,13.91
0,0,13.96
0,0,14.01
0,0,14.06
0,0,14.11
0,0,14.16
0,0,14.21
0,0,14.26
0,0,14.31
0,0,14.36
0,0,14.41
0,0,14.46
0,0,14.51
0,0,14.56
0,0,14.61
0,0,14.66
0,0,14.71
0,0,14.76
0,0,14.81
0,0,14.86
0,0,14.91
0,0,14.96
0,0,15.01
0,0,15.06
0,0,15.11
0,0,15.16
0,0,15.21
0,0,15.26
0,0,15.31
0,0,15.36
0,0,15.41
0,0,15.46
0,0,15.51
0,0,15.56
0,0,15.61
0,0,15.66
0,0,15.71
0,0,15.76
0,0,15.81
0,0,15.86
0,0,15.91
0,0,15.96
0,0,16.01
0,0,16.06
0,0,16.11
0,0,16.16
0,0,16.21
0,0,16.26
0,0,16.31
0,0,16.36
0,0,16.41
0,0,16.46
0,0,16.51
0,0,16.56
0,0,16.61
0,0,16.66
0,0,16.71
0,0,16.76
0,0,16.81
0,0,16.86
0,0,16.91
0,0,16.96
0,0,17.01
0,0,17.06
0,0,17.11
0,0,17.16
0,0,17.21
0,0,17.26
0,0,17.31
0,0,17.36
0,0,17.41
0,0,17.46
0,0,17.51
0,0,17.56
0,0,17.61
0,0,17.66
0,0,17.71
0,0,17.76
0,0,17.81
0,0,17.86
0,0,17.91
0,0,17.96
0,0,18.02
0,0,18.07
0,0,18.12
0,0,18.17
0,0,18.22
0,0,18.27
0,0,18.32
0,0,18.37
0,0,18.42
0,0,18.47
0,0,18.52
0,0,18.57
0,0,18.62
0,0,18.67
0,0,18.72
0,0,18.77
0,0,18.82
0,0,18.87
0,0,18.92
0,0,18.97
0,0,19.02
0,0,19.07
0,0,19.12
0,0,19.17
0,0,19.22
0,0,19.27
0,0,19.32
0,0,19.37
0,0,19.42
0,0,19.47
0,0,19.52
0,0,19.57
0,0,19.62
0,0,19.67
0,0,19.72
0,0,19.77
0,0,19.82
0,0,19.87
0,0,19.92
0,0,19.97
0,0,20.02
0,0,20.07
0,0,20.12
0,0,20.17
0,0,20.22
0,0,20.27
0,0,20.32
0,0,20.37
0,0,20.42
0,0,20.47
0,0,20.52
0,0,20.57
0,0,20.62
0,0,20.67
0,0,20.72
0,0,20.77
0,0,20.82
0,0,20.87
0,0,20.92
0,0,20.97
0,0,21.02
0,0,21.07
0,0,21.12
0,0,21.17
0,0,21.22
0,0,21.27
0,0,21.32
0,0,21.37
0,0,21.42
0,0,21.47
0,0,21.52
0,0,21.57
0,0,21.62
0,0,21.67
0,0,21.72
0,0,21.77
0,0,21.82
0,0,21.87
0,0,21.92
0,0,21.97
0,0,22.02
0,0,22.07
0,0,22.12
0,0,22.17
0,0,22.22
0,0,22.27
0,0,22.32
0,0,22.37
0,0,22.42
0,0,22.47
0,0,22.52
0,0,22.57
0,0,22.62
0,0,22.67
0,0,22.72
0,0,22.77
0,0,22.82
0,0,22.87
0,0,22.92
0,0,22.97
0,0,23.02
0,0,23.07
0,0,23.12
0,0,23.17
0,0,23.22
0,0,23.27
0,0,23.32
0,0,23.37
0,0,23.42
0,0,23.47
0,0,23.52
0,0,23.57
0,0,23.62
0,0,23.67
0,0,23.72
0,0,23.77
0,0,23.82
0,0,23.87
0,0,23.92
0,0,23.97
0,0,24.02
0,0,24.07
0,0,24.12
0,0,24.17
0,0,24.22
0,0,24.27
0,0,24.32
0,0,24.37
0,0,24.42
0,0,24.47
0,0,24.52
0,0,24.57
0,0,24.62
0,0,24.67
0,0,24.72
0,0,24.77
0,0,24.82
0,0,24.87
0,0,24.92
0,0,24.97
0,0,25.02
0,0,25.07
0,0,25.12
0,0,25.17
0,0,25.22
0,0,25.27
0,0,25.32
0,0,25.37
0,0,25.42
0,0,25.47
0,0,25.52
0,0,25.57
0,0,25.62
0,0,25.67
0,0,25.72
0,0,25.77
0,0,25.82
0,0,25.87
0,0,25.92
0,0,25.97
0,0,26.02
0,0,26.07
0,0,26.12
0,0,26.17
0,0,26.22
0,0,26.27
0,0,26.32
0,0,26.37
0,0,26.42
0,0,26.47
0,0,26.52
0,0,26.57
0,0,26.62
0,0,26.67
0,0,26.72
0,0,26.77
0,0,26.82
0,0,26.87
0,0,26.92
0,0,26.97
0,0,27.02
0,0,27.07
0,0,27.12
0,0,27.17
0,0,27.22
0,0,27.27
0,0,27.32
0,0,27.37
0,0,27.42
0,0,27.47
0,0,27.52
0,0,27.57
0,0,27.62
0,0,27.67
0,0,27.72
0,0,27.77
0,0,27.82
0,0,27.87
0,0,27.92
0,0,27.97
0,0,28.02
0,0,28.07
0,0,28.12
0,0,28.17
0,0,28.22
0,0,28.27
0,0,28.32
0,0,28.37
0,0,28.42
0,0,28.47
0,0,28.52
0,0,28.57
0,0,28.62
0,0,28.67
0,0,28.72
0,0,28.77
0,0,28.82
0,0,28.87
0,0,28.92
0,0,28.97
0,0,29.02
0,0,29.07
0,0,29.12
0,0,29.17
0,0,29.22
0,0,29.27
0,0,29.32
0,0,29.37
0,0,29.42
0,0,29.47
0,0,29.52
0,0,29.57
0,0,29.62
0,0,29.67
0,0,29.72
0,0,29.77
0,0,29.82
0,0,29.87
0,0,29.92
0,0,29.97
0,0,30.03
0,0,30.08
0,0,30.13
0,0,30.18
0,0,30.23
0,0,30.28
0,0,30.33
0,0,30.38
0,0,30.43
0,0,30.48
0,0,30.53
0,0,30.58
0,0,30.63
0,0,30.68
0,0,30.73
0,0,30.78
0,0,30.83
0,0,30.88
0,0,30.93
0,0,30.98
0,0,31.03
0,0,31.08
0,0,31.13
0,0,31.18
0,0,31.23
0,0,31.28
0,0,31.33
0,0,31.38
0,0,31.43
0,0,31.48
0,0,31.53
0,0,31.58
0,0,31.63
0,0,31.68
0,0,31.73
0,0,31.78
0,0,31.83
0,0,31.88
0,0,31.93
0,0,31.98
0,0,32.03
0,0,32.08
0,0,32.13
0,0,32.18
0,0,32.23
0,0,32.28
0,0,32.33
0,0,32.38
0,0,32.43
0,0,32.48
0,0,32.53
0,0,32.58
0,0,32.63
0,0,32.68
0,0,32.73
0,0,32.78
0,0,32.83
0,0,32.88
0,0,32.93
0,0,32.98
0,0,33.03
0,0,33.08
0,0,33.13
0,0,33.18
0,0,33.23
0,0,33.28
0,0,33.33
0,0,33.38
0,0,33.43
0,0,33.48
0,0,33.53
0,0,33.58
0,0,33.63
0,0,33.68
0,0,33.73
0,0,33.78
0,0,33.83
0,0,33.88
0,0,33.93
0,0,33.98
0,0,34.03
0,0,34.08
0,0,34.13
0,0,34.18
0,0,34.23
0,0,34.28
0,0,34.33
0,0,34.38
0,0,34.43
0,0,34.48
0,0,34.53
0,0,34.58
0,0,34.63
0,0,34.68
0,0,34.73
0,0,34.78
0,0,34.83
0,0,34.88
0,0,34.93
0,0,34.98
0,0,35.03
0,0,35.08
0,0,35.13
0,0,35.18
0,0,35.23
0,0,35.28
0,0,35.33
0,0,35.38
0,0,35.43
0,0,35.48
0,0,35.53
0,0,35.58
0,0,35.63
0,0,35.68
0,0,35.73
0,0,35.78
0,0,35.83
0,0,35.88
0,0,35.93
0,0,35.98
0,0,36.03
0,0,36.08
0,0,36.13
0,0,36.18
0,0,36.23
0,0,36.28
0,0,36.33
0,0,36.38
0,0,36.43
0,0,36.48
0,0,36.53
0,0,36.58
0,0,36.63
0,0,36.68
0,0,36.73
0,0,36.78
0,0,36.83
0,0,36.88
0,0,36.93
0,0,36.98
0,0,37.03
0,0,37.08
0,0,37.13
0,0,37.18
0,0,37.23
0,0,37.28
0,0,37.33
0,0,37.38
0,0,37.43
0,0,37.48
0,0,37.53
0,0,37.58
0,0,37.63
0,0,37.68
0,0,37.73
0,0,37.78
0,0,37.83
0,0,37.88
0,0,37.93
0,0,37.98
0,0,38.03
0,0,38.08
